0,1
C77　リンパ節の続発性及び部位不明の悪性新生物＜腫瘍＞,
C77.0,リンパ節の続発性及び部位不明の悪性新生物＜腫瘍＞，頭部，顔面及び頚部リンパ節
C77.1,リンパ節の続発性及び部位不明の悪性新生物＜腫瘍＞，胸腔内リンパ節
C77.2,リンパ節の続発性及び部位不明の悪性新生物＜腫瘍＞，腹腔内リンパ節
C77.3,リンパ節の続発性及び部位不明の悪性新生物＜腫瘍＞，腋窩及び上肢リンパ節
C77.4,リンパ節の続発性及び部位不明の悪性新生物＜腫瘍＞，そけい＜鼡径＞及び下肢リンパ節
C77.5,リンパ節の続発性及び部位不明の悪性新生物＜腫瘍＞，骨盤内リンパ節
C77.8,リンパ節の続発性及び部位不明の悪性新生物＜腫瘍＞，多部位のリンパ節
C77.9,リンパ節の続発性及び部位不明の悪性新生物＜腫瘍＞，リンパ節，部位不明
C78　呼吸器及び消化器の続発性悪性新生物＜腫瘍＞,
C78.0,肺の続発性悪性新生物＜腫瘍＞
C78.1,縦隔の続発性悪性新生物＜腫瘍＞
C78.2,胸膜の続発性悪性新生物＜腫瘍＞
C78.3,中耳並びにその他及び部位不明の呼吸器の続発性悪性新生物＜腫瘍＞
C78.4,小腸の続発性悪性新生物＜腫瘍＞
C78.5,大腸及び直腸の続発性悪性新生物＜腫瘍＞
C78.6,後腹膜及び腹膜の続発性悪性新生物＜腫瘍＞
C78.7,肝及び肝内胆管の続発性悪性新生物＜腫瘍＞
C78.8,その他及び部位不明の消化器の続発性悪性新生物＜腫瘍＞
C79　その他の部位及び部位不明の続発性悪性新生物＜腫瘍＞,
C79.0,腎及び腎盂の続発性悪性新生物＜腫瘍＞
C79.1,膀胱並びにその他及び部位不明の尿路の続発性悪性新生物＜腫瘍＞
C79.2,皮膚の続発性悪性新生物＜腫瘍＞
C79.3,脳及び脳髄膜の続発性悪性新生物＜腫瘍＞
C79.4,その他及び部位不明の中枢神経系の続発性悪性新生物＜腫瘍＞
C79.5,骨及び骨髄の続発性悪性新生物＜腫瘍＞
C79.6,卵巣の続発性悪性新生物＜腫瘍＞
C79.7,副腎の続発性悪性新生物＜腫瘍＞
C79.8,その他の明示された部位の続発性悪性新生物＜腫瘍＞
C79.9,続発性悪性新生物＜腫瘍＞，部位不明
C80　悪性新生物＜腫瘍＞，部位が明示されていないもの,
C80.0,悪性新生物＜腫瘍＞，原発部位不明と記載されたもの
C80.9,悪性新生物＜腫瘍＞，原発部位詳細不明
C81　ホジキン＜Hodgkin＞リンパ腫,
C81.0,結節性リンパ球優勢型ホジキン＜Hodgkin＞リンパ腫
C81.1,結節硬化型（古典的）ホジキン＜Hodgkin＞リンパ腫
C81.2,混合細胞型（古典的）ホジキン＜Hodgkin＞リンパ腫
C81.3,リンパ球減少型（古典的）ホジキン＜Hodgkin＞リンパ腫
C81.4,リンパ球豊富型（古典的）ホジキン＜Hodgkin＞リンパ腫
C81.7,その他の（古典的）ホジキン＜Hodgkin＞リンパ腫
C81.9,ホジキン＜Hodgkin＞リンパ腫，詳細不明
C82　ろ＜濾＞胞性リンパ腫,
C82.0,ろ＜濾＞胞性リンパ腫グレード�T
C82.1,ろ＜濾＞胞性リンパ腫グレード�U
C82.2,ろ＜濾＞胞性リンパ腫グレード�V，詳細不明
C82.3,ろ＜濾＞胞性リンパ腫グレード�Va
C82.4,ろ＜濾＞胞性リンパ腫グレード�Vb
C82.5,びまん性ろ＜濾＞胞中心リンパ腫
C82.6,皮膚ろ＜濾＞胞中心リンパ腫
C82.7,ろ＜濾＞胞性リンパ腫のその他の型
C82.9,ろ＜濾＞胞性リンパ腫，詳細不明
C83　非ろ＜濾＞胞性リンパ腫,
C83.0,小細胞型B細胞性リンパ腫
C83.1,マントル細胞リンパ腫
C83.3,びまん性大細胞型B細胞性リンパ腫
C83.5,リンパ芽球性（びまん性）リンパ腫
C83.7,バーキット＜Burkitt＞リンパ腫
C83.8,その他の非ろ＜濾＞胞性リンパ腫
C83.9,非ろ＜濾＞胞性（びまん性）リンパ腫，詳細不明
C84　成熟T/NK細胞リンパ腫,
C84.0,菌状息肉症
C84.1,セザリー＜Sezary＞病
C84.4,末梢性T細胞リンパ腫，他に分類されないもの
C84.5,その他の成熟T/NK細胞リンパ腫
C84.6,未分化大細胞型リンパ腫，ALK陽性
C84.7,未分化大細胞型リンパ腫，ALK陰性
C84.8,皮膚T細胞リンパ腫，詳細不明
C84.9,成熟T/NK細胞リンパ腫，詳細不明
C85　非ホジキン＜non-Hodgkin＞リンパ腫のその他及び詳細不明の型,
C85.1,B細胞性リンパ腫，詳細不明
C85.2,縦隔（胸腺）大細胞型B細胞性リンパ腫
C85.7,非ホジキン＜non-Hodgkin＞リンパ腫のその他の明示された型
C85.9,非ホジキン＜non-Hodgkin＞リンパ腫，詳細不明
C86　T/NK細胞リンパ腫のその他の明示された型,
C86.0,節外性NK/T細胞リンパ腫，鼻型
C86.1,肝脾T細胞リンパ腫
C86.2,腸症＜腸管＞型T細胞リンパ腫
C86.3,皮下脂肪組織炎様T細胞リンパ腫
C86.4,芽球性NK細胞リンパ腫
C86.5,血管免疫芽球性T細胞リンパ腫
C86.6,原発性皮膚CD30陽性T細胞増殖
C88　悪性免疫増殖性疾患,
C88.0,ワルデンシュトレーム＜Waldenstrom＞マクログロブリン血症
C88.2,その他のH＜重＞鎖病
C88.3,免疫増殖性小腸疾患
C88.4,節外性粘膜関連リンパ組織辺縁帯B細胞性リンパ腫［MALTリンパ腫］
C88.7,その他の悪性免疫増殖性疾患
C88.9,悪性免疫増殖性疾患，詳細不明
C90　多発性骨髄腫及び悪性形質細胞性新生物＜腫瘍＞,
C90.0,多発性骨髄腫
C90.1,形質細胞性白血病
C90.2,髄外（性）形質細胞腫
C90.3,孤立性形質細胞腫
C91　リンパ性白血病,
C91.0,急性リンパ芽球性白血病［ALL］
C91.1,B細胞性慢性リンパ球性白血病
C91.3,B細胞性前リンパ性白血病
C91.4,毛様細胞性＜hairy-cell＞白血病
C91.5,成人T細胞リンパ腫／白血病［HTLV-1関連］
C91.6,T細胞性前リンパ性白血病
C91.7,その他のリンパ性白血病
C91.8,成熟B細胞性白血病バーキット＜Burkitt＞型
C91.9,リンパ性白血病，詳細不明
C92　骨髄性白血病,
C92.0,急性骨髄芽球性白血病［AML］
C92.1,慢性骨髄性白血病［CML］，BCR/ABL陽性
C92.2,非定型慢性骨髄性白血病，BCR/ABL陰性
C92.3,骨髄性肉腫
C92.4,急性前骨髄球性白血病［PML］
C92.5,急性骨髄単球性白血病
C92.6,11q23異常を伴う急性骨髄性白血病
C92.7,その他の骨髄性白血病
C92.8,多系統異形成を伴う急性骨髄性白血病
C92.9,骨髄性白血病，詳細不明
C93　単球性白血病,
C93.0,急性単芽球性／単球性白血病
C93.1,慢性骨髄単球性白血病
C93.3,若年性骨髄単球性白血病
C93.7,その他の単球性白血病
C93.9,単球性白血病，詳細不明
C94　細胞型の明示されたその他の白血病,
C94.0,急性赤白血病
C94.2,急性巨核芽球性白血病
C94.3,肥満細胞白血病
C94.4,骨髄線維症を伴う急性汎骨髄症
C94.6,骨髄異形成及び骨髄増殖性疾患，他に分類されないもの
C94.7,その他の明示された白血病
C95　細胞型不明の白血病,
C95.0,細胞型不明の急性白血病
C95.1,細胞型不明の慢性白血病
C95.7,細胞型不明のその他の白血病
C95.9,白血病，詳細不明
C96　リンパ組織，造血組織及び関連組織のその他及び詳細不明の悪性新生物＜腫瘍＞,
C96.0,多病巣性及び多臓器型（播種性）ランゲルハンス＜Langerhans＞細胞組織球症［レットレル・ジーベ＜Letterer- Siwe＞病］
C96.2,悪性肥満細胞腫
C96.4,樹状細胞（補助細胞）肉腫
C96.5,多病巣性及び単一臓器型ランゲルハンス＜Langerhans＞細胞組織球症
C96.6,単局性ランゲルハンス＜Langerhans＞細胞組織球症
C96.7,リンパ組織，造血組織及び関連組織のその他の明示された悪性新生物＜腫瘍＞
C96.8,組織球性肉腫
C96.9,リンパ組織，造血組織及び関連組織の悪性新生物＜腫瘍＞，詳細不明
D00.0,口腔，食道及び胃の上皮内癌，口唇，口腔及び咽頭
D00.1,口腔，食道及び胃の上皮内癌，食道
D00.2,口腔，食道及び胃の上皮内癌，胃
D01.0,その他及び部位不明の消化器の上皮内癌，結腸
D01.1,その他及び部位不明の消化器の上皮内癌，直腸Ｓ状結腸移行部
D01.2,その他及び部位不明の消化器の上皮内癌，直腸
D01.3,その他及び部位不明の消化器の上皮内癌，肛門及び肛門管
D01.4,その他及び部位不明の消化器の上皮内癌，その他及び部位不明の腸
D01.5,その他及び部位不明の消化器の上皮内癌，肝，胆のう<嚢>及び胆管
D01.7,その他及び部位不明の消化器の上皮内癌，その他の明示された消化器
D01.9,その他及び部位不明の消化器の上皮内癌，消化器，部位不明
D02.0,中耳及び呼吸器系の上皮内癌，喉頭
D02.1,中耳及び呼吸器系の上皮内癌，気管
D02.2,中耳及び呼吸器系の上皮内癌，気管支及び肺
D02.3,中耳及び呼吸器系の上皮内癌，中耳及び呼吸器系のその他の部位
D02.4,中耳及び呼吸器系の上皮内癌，呼吸器系，部位不明
D03.0,口唇の上皮内黒色腫
D03.1,眼瞼の上皮内黒色腫，眼角を含む
D03.2,耳及び外耳道の上皮内黒色腫
D03.3,その他及び部位不明の顔面の上皮内黒色腫
D03.4,頭皮及び頚部の上皮内黒色腫
D03.5,体幹の上皮内黒色腫
D03.6,上肢の上皮内黒色腫，肩を含む
D03.7,下肢の上皮内黒色腫，股関節部を含む
D03.8,その他の部位の上皮内黒色腫
D03.9,上皮内黒色腫，部位不明
D04.0,皮膚の上皮内癌，口唇の皮膚
D04.1,皮膚の上皮内癌，眼瞼の皮膚，眼角を含む
D04.2,皮膚の上皮内癌，耳及び外耳道の皮膚
D04.3,皮膚の上皮内癌，その他及び部位不明の顔面の皮膚
D04.4,皮膚の上皮内癌，頭皮及び頚部の皮膚
D04.5,皮膚の上皮内癌，体幹の皮膚
D04.6,皮膚の上皮内癌，上肢の皮膚，肩を含む
D04.7,皮膚の上皮内癌，下肢の皮膚，股関節部を含む
D04.8,皮膚の上皮内癌，その他の部位の皮膚
D04.9,皮膚の上皮内癌，皮膚，部位不明
D05.0,小葉の上皮内癌
D05.1,乳管内の上皮内癌
D05.7,乳房のその他の上皮内癌
D05.9,乳房の上皮内癌，部位不明
D06.0,子宮頚（部）の上皮内癌，子宮頚内膜＜endocervix＞
D06.1,子宮頚（部）の上皮内癌，子宮外頚部＜exocervix＞
D06.7,子宮頚（部）の上皮内癌，子宮頚(部)のその他の部位
D06.9,子宮頚（部）の上皮内癌，子宮頚(部)，部位不明
D07.0,その他及び部位不明の生殖器の上皮内癌，子宮内膜
D07.1,その他及び部位不明の生殖器の上皮内癌，外陰部
D07.2,その他及び部位不明の生殖器の上皮内癌，腟
D07.3,その他及び部位不明の生殖器の上皮内癌，その他及び部位不明の女性生殖器
D07.4,その他及び部位不明の生殖器の上皮内癌，陰茎
D07.5,その他及び部位不明の生殖器の上皮内癌，前立腺
D07.6,その他及び部位不明の生殖器の上皮内癌，その他及び部位不明の男性生殖器
D09.0,その他及び部位不明の上皮内癌，膀胱
D09.1,その他及び部位不明の上皮内癌，その他及び部位不明の腎尿路
D09.2,その他及び部位不明の上皮内癌，眼
D09.3,その他及び部位不明の上皮内癌，甲状腺及びその他の内分泌腺
D09.7,その他及び部位不明の上皮内癌，その他の明示された部位の上皮内癌
D09.9,その他及び部位不明の上皮内癌，上皮内癌，部位不明
D10.0,口腔及び咽頭の良性新生物＜腫瘍＞，口唇
D10.1,口腔及び咽頭の良性新生物＜腫瘍＞，舌
D10.2,口腔及び咽頭の良性新生物＜腫瘍＞，口（腔）底
D10.3,口腔及び咽頭の良性新生物＜腫瘍＞，その他及び部位不明の口腔
D10.4,口腔及び咽頭の良性新生物＜腫瘍＞，扁桃
D10.5,口腔及び咽頭の良性新生物＜腫瘍＞，中咽頭のその他の部位
D10.6,口腔及び咽頭の良性新生物＜腫瘍＞，鼻<上>咽頭
D10.7,口腔及び咽頭の良性新生物＜腫瘍＞，下咽頭
D10.9,口腔及び咽頭の良性新生物＜腫瘍＞，咽頭，部位不明
D11.0,大唾液腺の良性新生物＜腫瘍＞，耳下腺
D11.7,大唾液腺の良性新生物＜腫瘍＞，その他の大唾液腺
D11.9,大唾液腺の良性新生物＜腫瘍＞，大唾液腺，部位不明
D12.0,結腸，直腸，肛門及び肛門管の良性新生物＜腫瘍＞，盲腸
D12.1,結腸，直腸，肛門及び肛門管の良性新生物＜腫瘍＞，虫垂
D12.2,結腸，直腸，肛門及び肛門管の良性新生物＜腫瘍＞，上行結腸
D12.3,結腸，直腸，肛門及び肛門管の良性新生物＜腫瘍＞，横行結腸
D12.4,結腸，直腸，肛門及び肛門管の良性新生物＜腫瘍＞，下行結腸
D12.5,結腸，直腸，肛門及び肛門管の良性新生物＜腫瘍＞，Ｓ状結腸
D12.6,結腸，直腸，肛門及び肛門管の良性新生物＜腫瘍＞，結腸，部位不明
D12.7,結腸，直腸，肛門及び肛門管の良性新生物＜腫瘍＞，直腸Ｓ状結腸移行部
D12.8,結腸，直腸，肛門及び肛門管の良性新生物＜腫瘍＞，直腸
D12.9,結腸，直腸，肛門及び肛門管の良性新生物＜腫瘍＞，肛門及び肛門管
D13.0,消化器系のその他及び部位不明確の良性新生物＜腫瘍＞，食道
D13.1,消化器系のその他及び部位不明確の良性新生物＜腫瘍＞，胃
D13.2,消化器系のその他及び部位不明確の良性新生物＜腫瘍＞，十二指腸
D13.3,消化器系のその他及び部位不明確の良性新生物＜腫瘍＞，その他及び部位不明の小腸
D13.4,消化器系のその他及び部位不明確の良性新生物＜腫瘍＞，肝
D13.5,消化器系のその他及び部位不明確の良性新生物＜腫瘍＞，肝外胆管
D13.6,消化器系のその他及び部位不明確の良性新生物＜腫瘍＞，膵
D13.7,消化器系のその他及び部位不明確の良性新生物＜腫瘍＞，内分泌膵
D13.9,消化器系のその他及び部位不明確の良性新生物＜腫瘍＞，消化器系，部位不明確
D14.0,中耳及び呼吸器系の良性新生物＜腫瘍＞，中耳，鼻腔及び副鼻腔
D14.1,中耳及び呼吸器系の良性新生物＜腫瘍＞，喉頭
D14.2,中耳及び呼吸器系の良性新生物＜腫瘍＞，気管
D14.3,中耳及び呼吸器系の良性新生物＜腫瘍＞，気管支及び肺
D14.4,中耳及び呼吸器系の良性新生物＜腫瘍＞，呼吸器系，部位不明
D15.0,その他及び部位不明の胸腔内臓器の良性新生物＜腫瘍＞，胸腺
D15.1,その他及び部位不明の胸腔内臓器の良性新生物＜腫瘍＞，心臓
D15.2,その他及び部位不明の胸腔内臓器の良性新生物＜腫瘍＞，縦隔
D15.7,その他及び部位不明の胸腔内臓器の良性新生物＜腫瘍＞，その他の明示された胸腔内臓器
D15.9,その他及び部位不明の胸腔内臓器の良性新生物＜腫瘍＞，胸腔内臓器，部位不明
D16.0,骨及び関節軟骨の良性新生物＜腫瘍＞，肩甲骨及び上肢の長骨
D16.1,骨及び関節軟骨の良性新生物＜腫瘍＞，上肢の短骨
D16.2,骨及び関節軟骨の良性新生物＜腫瘍＞，下肢の長骨
D16.3,骨及び関節軟骨の良性新生物＜腫瘍＞，下肢の短骨
D16.4,骨及び関節軟骨の良性新生物＜腫瘍＞，頭蓋骨及び顔面骨
D16.5,骨及び関節軟骨の良性新生物＜腫瘍＞，下顎骨
D16.6,骨及び関節軟骨の良性新生物＜腫瘍＞，脊柱
D16.7,骨及び関節軟骨の良性新生物＜腫瘍＞，肋骨，胸骨及び鎖骨
D16.8,骨及び関節軟骨の良性新生物＜腫瘍＞，骨盤骨，仙骨及び尾骨
D16.9,骨及び関節軟骨の良性新生物＜腫瘍＞，骨及び関節軟骨，部位不明
D17.0,良性脂肪腫性新生物＜腫瘍＞（脂肪腫を含む），頭部，顔面及び頚部の皮膚及び皮下組織
D17.1,良性脂肪腫性新生物＜腫瘍＞（脂肪腫を含む），体幹の皮膚及び皮下組織
D17.2,良性脂肪腫性新生物＜腫瘍＞（脂肪腫を含む），(四)肢の皮膚及び皮下組織
D17.3,良性脂肪腫性新生物＜腫瘍＞（脂肪腫を含む），その他及び部位不明の皮膚及び皮下組織
D17.4,良性脂肪腫性新生物＜腫瘍＞（脂肪腫を含む），胸腔内臓器
D17.5,良性脂肪腫性新生物＜腫瘍＞（脂肪腫を含む），腹腔内臓器
D17.6,良性脂肪腫性新生物＜腫瘍＞（脂肪腫を含む），精索
D17.7,良性脂肪腫性新生物＜腫瘍＞（脂肪腫を含む），その他の部位
D17.9,良性脂肪腫性新生物＜腫瘍＞（脂肪腫を含む），良性脂肪腫性新生物＜腫瘍＞，部位不明
D18.0,血管腫，全ての部位
D18.1,リンパ管腫，全ての部位
D19.0,中皮組織の良性新生物＜腫瘍＞，胸膜の中皮組織
D19.1,中皮組織の良性新生物＜腫瘍＞，腹膜の中皮組織
D19.7,中皮組織の良性新生物＜腫瘍＞，その他の部位の中皮組織
D19.9,中皮組織の良性新生物＜腫瘍＞，中皮組織，部位不明
D20.0,後腹膜及び腹膜の軟部組織の良性新生物＜腫瘍＞，後腹膜
D20.1,'後腹膜及び腹膜の軟部組織の良性新生物＜腫瘍＞，腹膜
D21.0,結合組織及びその他の軟部組織のその他の良性新生物＜腫瘍＞，頭部，顔面及び頚部の結合組織及びその他の軟部組織
D21.1,結合組織及びその他の軟部組織のその他の良性新生物＜腫瘍＞，上肢の結合組織及びその他の軟部組織，肩を含む
D21.2,結合組織及びその他の軟部組織のその他の良性新生物＜腫瘍＞，下肢の結合組織及びその他の軟部組織，股関節部を含む
D21.3,結合組織及びその他の軟部組織のその他の良性新生物＜腫瘍＞，胸部＜郭＞の結合組織及びその他の軟部組織
D21.4,結合組織及びその他の軟部組織のその他の良性新生物＜腫瘍＞，腹部の結合組織及びその他の軟部組織
D21.5,結合組織及びその他の軟部組織のその他の良性新生物＜腫瘍＞，骨盤の結合組織及びその他の軟部組織
D21.6,結合組織及びその他の軟部組織のその他の良性新生物＜腫瘍＞，体幹の結合組織及びその他の軟部組織，部位不明
D21.9,結合組織及びその他の軟部組織のその他の良性新生物＜腫瘍＞，結合組織及びその他の軟部組織，部位不明
D22.0,口唇のメラニン細胞性母斑
D22.1,眼瞼のメラニン細胞性母斑，眼角を含む
D22.2,耳及び外耳道のメラニン細胞性母斑
D22.3,その他及び部位不明の顔面のメラニン細胞性母斑
D22.4,頭皮及び頚部のメラニン細胞性母斑
D22.5,体幹のメラニン細胞性母斑
D22.6,上肢のメラニン細胞性母斑，肩を含む
D22.7,下肢のメラニン細胞性母斑，股関節部を含む
D22.9,メラニン細胞性母斑，部位不明
D23.0,皮膚のその他の良性新生物＜腫瘍＞，口唇の皮膚
D23.1,皮膚のその他の良性新生物＜腫瘍＞，眼瞼の皮膚，眼角を含む
D23.2,皮膚のその他の良性新生物＜腫瘍＞，耳及び外耳道の皮膚
D23.3,皮膚のその他の良性新生物＜腫瘍＞，その他及び部位不明の顔面の皮膚
D23.4,皮膚のその他の良性新生物＜腫瘍＞，頭皮及び頚部の皮膚
D23.5,皮膚のその他の良性新生物＜腫瘍＞，体幹の皮膚
D23.6,皮膚のその他の良性新生物＜腫瘍＞，上肢の皮膚，肩を含む
D23.7,皮膚のその他の良性新生物＜腫瘍＞，下肢の皮膚，股関節部を含む
D23.9,皮膚のその他の良性新生物＜腫瘍＞，皮膚，部位不明
D25.0,粘膜下子宮平滑筋腫
D25.1,壁内子宮平滑筋腫
D25.2,漿膜下子宮平滑筋腫
D25.9,子宮平滑筋腫，部位不明
D26.0,子宮のその他の良性新生物＜腫瘍＞，子宮頚（部）
D26.1,子宮のその他の良性新生物＜腫瘍＞，子宮体部
D26.7,子宮のその他の良性新生物＜腫瘍＞，子宮のその他の部位
D26.9,子宮のその他の良性新生物＜腫瘍＞，子宮，部位不明
D28.0,その他及び部位不明の女性生殖器の良性新生物＜腫瘍＞，外陰
D28.1,その他及び部位不明の女性生殖器の良性新生物＜腫瘍＞，腟
D28.2,その他及び部位不明の女性生殖器の良性新生物＜腫瘍＞，卵管及び子宮靱帯<広間膜，円索>
D28.7,その他及び部位不明の女性生殖器の良性新生物＜腫瘍＞，その他の明示された女性生殖器
D28.9,その他及び部位不明の女性生殖器の良性新生物＜腫瘍＞，女性生殖器，部位不明
D29.0,男性生殖器の良性新生物＜腫瘍＞，陰茎
D29.1,男性生殖器の良性新生物＜腫瘍＞，前立腺
D29.2,男性生殖器の良性新生物＜腫瘍＞，精巣＜睾丸＞
D29.3,男性生殖器の良性新生物＜腫瘍＞，精巣上体＜副睾丸＞
D29.4,男性生殖器の良性新生物＜腫瘍＞，陰のう＜嚢＞
D29.7,男性生殖器の良性新生物＜腫瘍＞，その他の男性生殖器
D29.9,男性生殖器の良性新生物＜腫瘍＞，男性生殖器，部位不明
D30.0,腎尿路の良性新生物＜腫瘍＞，腎
D30.1,腎尿路の良性新生物＜腫瘍＞，腎盂
D30.2,腎尿路の良性新生物＜腫瘍＞，尿管
D30.3,腎尿路の良性新生物＜腫瘍＞，膀胱
D30.4,腎尿路の良性新生物＜腫瘍＞，尿道
D30.7,腎尿路の良性新生物＜腫瘍＞，その他の尿路
D30.9,腎尿路の良性新生物＜腫瘍＞，尿路，部位不明
D31.0,眼及び付属器の良性新生物＜腫瘍＞，結膜
D31.1,眼及び付属器の良性新生物＜腫瘍＞，角膜
D31.2,眼及び付属器の良性新生物＜腫瘍＞，網膜
D31.3,眼及び付属器の良性新生物＜腫瘍＞，脈絡膜
D31.4,眼及び付属器の良性新生物＜腫瘍＞，毛様体
D31.5,眼及び付属器の良性新生物＜腫瘍＞，涙腺及び涙管
D31.6,眼及び付属器の良性新生物＜腫瘍＞，眼窩，部位不明
D31.9,眼及び付属器の良性新生物＜腫瘍＞，眼，部位不明
D32.0,髄膜の良性新生物＜腫瘍＞，脳髄膜
D32.1,髄膜の良性新生物＜腫瘍＞，脊髄膜
D32.9,髄膜の良性新生物＜腫瘍＞，髄膜，部位不明
D33.0,脳及び中枢神経系のその他の部位の良性新生物＜腫瘍＞，脳，テント上
D33.1,脳及び中枢神経系のその他の部位の良性新生物＜腫瘍＞，脳，テント下
D33.2,脳及び中枢神経系のその他の部位の良性新生物＜腫瘍＞，脳，部位不明
D33.3,脳及び中枢神経系のその他の部位の良性新生物＜腫瘍＞，脳神経
D33.4,脳及び中枢神経系のその他の部位の良性新生物＜腫瘍＞，脊髄
D33.7,脳及び中枢神経系のその他の部位の良性新生物＜腫瘍＞，中枢神経系のその他の明示された部位
D33.9,脳及び中枢神経系のその他の部位の良性新生物＜腫瘍＞，中枢神経系，部位不明
D35.0,その他及び部位不明の内分泌腺の良性新生物＜腫瘍＞，副腎
D35.1,その他及び部位不明の内分泌腺の良性新生物＜腫瘍＞，上皮小体<副甲状腺>
D35.2,その他及び部位不明の内分泌腺の良性新生物＜腫瘍＞，下垂体
D35.3,その他及び部位不明の内分泌腺の良性新生物＜腫瘍＞，頭蓋咽頭管
D35.4,その他及び部位不明の内分泌腺の良性新生物＜腫瘍＞，松果体
D35.5,その他及び部位不明の内分泌腺の良性新生物＜腫瘍＞，頚動脈小体
D35.6,その他及び部位不明の内分泌腺の良性新生物＜腫瘍＞，大動脈小体及びその他のパラガングリア<傍神経節>
D35.7,その他及び部位不明の内分泌腺の良性新生物＜腫瘍＞，その他の明示された内分泌腺
D35.8,その他及び部位不明の内分泌腺の良性新生物＜腫瘍＞，複数の内分泌腺
D35.9,その他及び部位不明の内分泌腺の良性新生物＜腫瘍＞，内分泌腺，部位不明
D36.0,その他の部位及び部位不明の良性新生物＜腫瘍＞，リンパ節
D36.1,その他の部位及び部位不明の良性新生物＜腫瘍＞，末梢神経及び自律神経系
D36.7,その他の部位及び部位不明の良性新生物＜腫瘍＞，その他の明示された部位
D36.9,その他の部位及び部位不明の良性新生物＜腫瘍＞，部位不明の良性新生物＜腫瘍＞
D37.0,口腔及び消化器の性状不詳又は不明の新生物＜腫瘍＞，口唇，口腔及び咽頭
D37.1,口腔及び消化器の性状不詳又は不明の新生物＜腫瘍＞，胃
D37.2,口腔及び消化器の性状不詳又は不明の新生物＜腫瘍＞，小腸
D37.3,口腔及び消化器の性状不詳又は不明の新生物＜腫瘍＞，虫垂
D37.4,口腔及び消化器の性状不詳又は不明の新生物＜腫瘍＞，結腸
D37.5,口腔及び消化器の性状不詳又は不明の新生物＜腫瘍＞，直腸
D37.6,口腔及び消化器の性状不詳又は不明の新生物＜腫瘍＞，肝，胆のう<嚢>及び胆管
D37.7,口腔及び消化器の性状不詳又は不明の新生物＜腫瘍＞，その他の消化器
D37.9,口腔及び消化器の性状不詳又は不明の新生物＜腫瘍＞，消化器，部位不明
D38.0,中耳，呼吸器及び胸腔内臓器の性状不詳又は不明の新生物＜腫瘍＞，喉頭
D38.1,中耳，呼吸器及び胸腔内臓器の性状不詳又は不明の新生物＜腫瘍＞，気管，気管支及び肺
D38.2,中耳，呼吸器及び胸腔内臓器の性状不詳又は不明の新生物＜腫瘍＞，胸膜
D38.3,中耳，呼吸器及び胸腔内臓器の性状不詳又は不明の新生物＜腫瘍＞，縦隔
D38.4,中耳，呼吸器及び胸腔内臓器の性状不詳又は不明の新生物＜腫瘍＞，胸腺
D38.5,中耳，呼吸器及び胸腔内臓器の性状不詳又は不明の新生物＜腫瘍＞，その他の呼吸器
D38.6,中耳，呼吸器及び胸腔内臓器の性状不詳又は不明の新生物＜腫瘍＞，呼吸器，部位不明
D39.0,女性生殖器の性状不詳又は不明の新生物＜腫瘍＞，子宮
D39.1,女性生殖器の性状不詳又は不明の新生物＜腫瘍＞，卵巣
D39.2,女性生殖器の性状不詳又は不明の新生物＜腫瘍＞，胎盤
D39.7,女性生殖器の性状不詳又は不明の新生物＜腫瘍＞，その他の女性生殖器
D39.9,女性生殖器の性状不詳又は不明の新生物＜腫瘍＞，女性生殖器，部位不明
D40.0,男性生殖器の性状不詳又は不明の新生物＜腫瘍＞，前立腺
D40.1,男性生殖器の性状不詳又は不明の新生物＜腫瘍＞，精巣<睾丸>
D40.7,男性生殖器の性状不詳又は不明の新生物＜腫瘍＞，その他の男性生殖器
D40.9,男性生殖器の性状不詳又は不明の新生物＜腫瘍＞，男性生殖器，部位不明
D41.0,腎尿路の性状不詳又は不明の新生物＜腫瘍＞，腎
D41.1,腎尿路の性状不詳又は不明の新生物＜腫瘍＞，腎盂
D41.2,腎尿路の性状不詳又は不明の新生物＜腫瘍＞，尿管
D41.3,腎尿路の性状不詳又は不明の新生物＜腫瘍＞，尿道
D41.4,腎尿路の性状不詳又は不明の新生物＜腫瘍＞，膀胱
D41.7,腎尿路の性状不詳又は不明の新生物＜腫瘍＞，その他の尿路
D41.9,腎尿路の性状不詳又は不明の新生物＜腫瘍＞，尿路，部位不明
D42.0,髄膜の性状不詳又は不明の新生物＜腫瘍＞，脳髄膜
D42.1,髄膜の性状不詳又は不明の新生物＜腫瘍＞，脊髄膜
D42.9,髄膜の性状不詳又は不明の新生物＜腫瘍＞，髄膜，部位不明
D43.0,脳及び中枢神経系の性状不詳又は不明の新生物＜腫瘍＞脳，テント上
D43.1,脳及び中枢神経系の性状不詳又は不明の新生物＜腫瘍＞脳，テント下
D43.2,脳及び中枢神経系の性状不詳又は不明の新生物＜腫瘍＞脳，部位不明
D43.3,脳及び中枢神経系の性状不詳又は不明の新生物＜腫瘍＞脳神経
D43.4,脳及び中枢神経系の性状不詳又は不明の新生物＜腫瘍＞脊髄
D43.7,脳及び中枢神経系の性状不詳又は不明の新生物＜腫瘍＞中枢神経系のその他の部位
D43.9,脳及び中枢神経系の性状不詳又は不明の新生物＜腫瘍＞中枢神経系，部位不明
D44.0,内分泌腺の性状不詳又は不明の新生物＜腫瘍＞，甲状腺
